string,matches_regex
abadacdbdcacabc,True
dbdcaabaabbcadb,False
abadaccabdbabda,True
bbbbcdcaadcadab,False
abddcccdbadacaa,True
ccccdbbdcaabcaa,False
aacacadbadacdda,True
dbbdacbdadbddba,False
dcacbcabadacdcc,True
cbadcbbadacaadd,True
ccdbadacdabdabb,True
abbcacbcacacbcb,False
ddacabadacdacbb,True
dbcabadaccbadcd,True
bacdbbadaccdaba,True
caadadacacadbbb,False
adacabcbbabadac,True
dbadacddaddbacd,True
bcccaaabbbdbacb,False
adcbacbadacbcab,True
cbdcddcccaacdac,False
bdadadaaccbaacd,False
dcdbddababadacb,True
adacbbdcabadaca,True
cdaadbaabadaccd,True
aaabacaaadadacd,False
dabacaaaaccacca,False
aaacdadaaaddcda,False
abdbadacccbaccb,True
dbbaccabcccdddc,False
abbbaadcacbdadc,False
dabaaadacbdcbab,False
aacaacdbbbddbbc,False
abadacadacdbdcc,True
bdbdbbddbadaccc,True
dabddacadcbadac,True
caddbcccbbadacd,True
acaaabadacddcbd,True
ccdbbdbccacacba,False
cabcbdcccadbbdd,False
abdbabbadacddbb,True
dbddddcaababbdb,False
cabadcbbdadbbdd,False
caddcaddcbadacb,True
cadcabadacadacd,True
bbbbaadcbbadaca,True
cccccdbacdbbddb,False
bbadaccbacacdaa,True
cbbadacadabbbad,True
baaaccdcacbadac,True
bbdcbbaaaadbabb,False
bbacdbccbabadac,True
bccbadacbbacdcb,True
bccdcaccabdccda,False
dbbcdabaabdadcb,False
badacbaabcbdccc,True
caaabadacacbdbc,True
abccabcccaadcad,False
adbccaabcaaabdb,False
dcbdddbdabcdccb,False
ccccacbbccaaaaa,False
bbbadaccccaddcc,True
bcacbadacbbccab,True
dbadacbbcdccadc,True
ccbbbbddadbdddc,False
cdbabacddaaaaad,False
aaadbabdcdaacab,False
abcbadacdaddbcb,True
ccdbbbdaccdadbc,False
badacbbcacabaaa,True
cbadacbcdcddccc,True
aabdbdbadacabdb,True
ddcbdcbadacdbdb,True
accaabbadbbadcb,False
bbbbccbacbdaaad,False
bacbcabddccdccd,False
ddbdccaccddbdbc,False
dbadabadacabaad,True
daddbbccadbacbb,False
dbbdabcabccbcbb,False
abaabdcbbdcaaac,False
bdcbbcadadbbbad,False
abbadaccacdcaad,True
badacbcaaccabdc,True
cadddcbadacbadb,True
ddbaadbbadacdbb,True
acadbadacbbdbda,True
bccabadacaadbbc,True
badacbddccbcbcd,True
cdcadaddccddaca,False
acdcaababadacaa,True
aadccbccdbadadb,False
bcbbbbcddacdbcc,False
baabadaccdaaddd,True
baaadddbadacbaa,True
cdcaadbbdadbdbd,False
adbadacdcddaddc,True
bbdcdaacbdbbdca,False
acddbadacbabbca,True
aaabbddadaadacc,False
bcbcbadacdccaad,True
bbcdabadacbccba,True
abadacbddbccbac,True
cdcbcbddbdbbaad,False
cbbadbcaaacdbcd,False
cacadabbcbddbbb,False
bacbcadbcbbbcdb,False
dbadacbdbbcdbbc,True
caadbdcaadcbdda,False
accdacacadbadac,True
abaccbabbdbadac,True
badacadbcabddbd,True
badacdbbdcabdca,True
cadddbbbcdbadac,True
cbbbadacbbcdcbc,True
badaccdadcbcacb,True
dbdcdabbbddcdbd,False
dbadacbbaadcbbc,True
acdbcbadacdcdcd,True
ccabccabbcbadac,True
cacdcbaccbadacc,True
cddabcdccbdbaca,False
dccacdbdbabadac,True
ddddbacbbbddbdc,False
babdbcbadacbdcd,True
caddddccacbcccd,False
bacaababddabddb,False
cbdbccabadacbad,True
ccdadcadccddabd,False
cbcdabcacabbbcd,False
acddbbcddbadacb,True
dccddcccdbacadc,False
acbdbaacdbbaabb,False
caddabdbddcdcbc,False
dbbdcbddbbdabba,False
babbabcabbadaca,True
bcbbdcbbbaabccc,False
bdcdddacbcdbcdc,False
bbadacdaddbcbad,True
adcdcbccbdaddda,False
cacaddcaaaaddbd,False
adbccaaabdbadac,True
cdcccbcabcbdbdd,False
accbabbcbaabcab,False
accbadacdcdcdcd,True
dcddddcaddcacda,False
accccbcbadaccdc,True
aababbadacacbbc,True
aaadbadaccbbbbb,True
ccbdaacddbadbcb,False
daaaaacbcabddda,False
acdbdbdabbadaca,True
acaadcdccdddbbd,False
ccdccddcbadacba,True
bdddabcccdbccdd,False
cdbaacacacbbabb,False
cbdbbabcbacbaad,False
badcbbabbadacca,True
bdbcabaaabadaca,True
badacddcaddbadc,True
abadacacbabaddc,True
dbbdcddabababcc,False
badaccabdcddbdd,True
cabcdccbabaccca,False
aabdbadacbabccc,True
aadbbaccbdbdaba,False
bbcbadacddaabac,True
bdcbdcabccccbbb,False
abadaccdaacdbac,True
aabbbbbcacdccbb,False
dabadacdcabaadc,True
bddbadacdbcaacc,True
cdaadaaaacaadbd,False
bdbadacbcbbbdad,True
dbdcdaadccbbbac,False
bbcbdbdbadaccca,True
adadcbaabadacbb,True
acbccaacaaddaca,False
aadbcdccabbbbdb,False
baacadbdaaacdad,False
daabdbbcdcadbda,False
adbdaabcbcddbab,False
bbdbadacaaadcaa,True
cbadacdccbcabba,True
addacdacbdbbdba,False
ababadacbabdccc,True
bbacccbadacacad,True
cbadacadddccbba,True
bbdbbadacaaacdc,True
acbacbadacdcbaa,True
abdcdcbdadddabd,False
dbadaccccccadcb,True
bccbbadacbacabd,True
dcdaacbdacbdbbc,False
daccdbdcbadacdc,True
bbddacbccbbdbbb,False
cdaddcbdddcacbd,False
acbbacdaccdacdb,False
ccdbbabbadaccbc,True
cbaacaacbadcbcc,False
aacbaabbbbadaca,True
cadaadbadacaada,True
dccaadbaabaacbd,False
cccdaaaabadacda,True
daadbaadcdcdcbd,False
cbadddaabcdccad,False
aaabdddcbadacba,True
ccbadaccdbbbbba,True
ddcbacdccddbdab,False
cbabbaddabbbcdd,False
abdbcbddbabadac,True
caaabbbdddbabbd,False
acaacbdcddbadac,True
dcccccbbbcbadac,True
ddcbbadacccccbb,True
dbdaadbccbdbbab,False
bcbbddaadaadddb,False
bcbdacbcbadacdd,True
cdbaadacdaaaada,False
daabacddadccaab,False
ccbadaccdccbdab,True
cbabacddcddbbcb,False
acccdacbabbadba,False
baabddbadaccacd,True
cbdacadbcdcdccc,False
dadcbabcacccddc,False
cddcbbabcbbadac,True
cddcdbcacbcabab,False
dbbccdbccddcacd,False
aabcbdbbabacbdd,False
badacaabaaddabb,True
cdcdacaacddbaad,False
badaccddabbbcdd,True
dacbddbabadacad,True
acbcbdadddcddcc,False
cdbaacadcbadaca,True
daadbabadbadaca,True
cdbbbbdaadababb,False
aabadacccdcdcdc,True
adbcbbdcadaabcc,False
badaccdaacaacbb,True
dabacbbcaaacacd,False
abbdbcacaccdbaa,False
dbdbcccddcbaaba,False
dddcacdbaadbaab,False
dcabccdbabcadbd,False
cdbcdbdccbbddbd,False
bcaccabadadddbb,False
babbcaaaaddacac,False
accacdddaadacac,False
cccbaddabbdcddb,False
abdbadacaacdadc,True
dadcbababdbbdad,False
ddccaacacddcccd,False
bcaaddadcdcccaa,False
acadbdddacddadb,False
bbadacdacbdabbc,True
abdabadacadabaa,True
ddddbadaccddbcc,True
acbaabdbadacdbc,True
addaaaaaddababa,False
acbaddcdabadacb,True
ccbccaabadacaba,True
dacaabadacccbbc,True
addcdbadacdacab,True
ddbccdbcbcddbbd,False
adaabbddaabdaca,False
bcddcbadacaddcc,True
badacbbdbaabada,True
dccacbbcabdcacb,False
bdbddcccbcbbaac,False
adabadacdcbadda,True
bdcbcdbbadacbbb,True
abadacccdbccdcb,True
dadbcbdbbbadacc,True
bcabadacdaccbba,True
badacdddadabbac,True
cadbadacabbbabb,True
dacbcbbddbbdbcd,False
bbbcbcbaabbbcaa,False
dadcddcdbadacbd,True
abbbadacdcbadcc,True
dcbadacdbdddccd,True
bcbadacbcdadddc,True
bbcbdaddcbcbbad,False
dbdddadbdbbbbba,False
bcbbaccabdbdcdc,False
cbbadacaabbbabc,True
ddaaacddbadacbb,True
addccdacdddacbc,False
acbadbcbbbbbdbb,False
cdcdcbaaabaaaca,False
ccdcccadccbadac,True
aaaddcbadacbccb,True
adaabbacbbadaca,True
cdbccacbcabbdcc,False
baddbcacdcaacca,False
addccbdbbadacdd,True
cdbdaadccdbabcb,False
babadacabadbcca,True
bbbcbadacaacbac,True
aaabaccaadacaca,False
accddacabcbaddc,False
bdadddbbcbaaddc,False
bdcbadacaabbdac,True
ccacdabbadacbdb,True
bddbcabadacddbc,True
bbabbccbbbadacb,True
abccbabbadacdcd,True
cbacaabcdcabcad,False
dbadacdddacaaab,True
dcdbbdbcddbaacb,False
aadcbdaaaacdbdb,False
dbadacaddadbaad,True
cbadacaaccccacb,True
abcddccabaaacdb,False
abdbbcabcadadca,False
bdcadcadaddbbcb,False
adcbcbababadacd,True
adbacdabadaccba,True
ddbccaacbbbbcad,False
baddabadacbdddb,True
adbdabcdabadbdd,False
dddabdbbdcdacda,False
bbadacccdaabdab,True
cadacabbadacabb,True
cbcdcddbadacaba,True
bbdcdcbbadacbdc,True
abcaaddadacccdc,False
badadadccbadacd,True
dddbdbadacabccc,True
cdcccdddacbacaa,False
bcbddbcbdabdbbd,False
adacbadacbbdbdc,True
dbdabccdadddadb,False
badacdddacabbac,True
dabcbdbacabaddd,False
ddaaabbbbaababd,False
bbccdbadacbabad,True
cabbadacbddcdda,True
cdddcbadaccddad,True
dbbdbbdadbaccbb,False
dbadacabcccdaaa,True
adddcdacacccdba,False
bbdccccbcbbccbb,False
abbbaabdabbdbbc,False
dbbadacbacadddd,True
dacccbdbbdaaacc,False
baccddbdabbbbcb,False
cccababadacacbc,True
aabacabadcccbac,False
abdbdbadaccacad,True
acbdcabdcabbdaa,False
badacbccdbcaaaa,True
cbadddbdbbdbbcd,False
adcbaabadacbbda,True
ddbadacacdcacda,True
dbcccccabdabaac,False
badacaacdbcdbda,True
badacdcccdcccad,True
daaddbdbbdbccad,False
abacdbdbdbbacac,False
dbadddbadacaadc,True
dcadaacabdbcacd,False
cabcdcbbadacdcc,True
bcacbadacbbaadc,True
dcbcbdcbabcabad,False
ddbbabdabbadaca,True
bcbbadaccaabbaa,True
ddaaaccbbadacdb,True
bbbbbadacaaccad,True
aaaabdaccabadcd,False
ccbdcbadbadacba,True
badacbcaacdbcca,True
cccaccbdadaabcb,False
abdbcdbcacbbbcd,False
bcdbbbdaabccaad,False
addbdabbdcbbccd,False
dbcaddadbbbbbcc,False
dbadacacbcbbcdb,True
caaacdbdcbbadac,True
baabadacdccbdcb,True
dadaacbacabbdda,False
abdabbdbcaaccad,False
ddaabadacdaaddc,True
cbadacdbdcdddda,True
ddadacaadadcddb,False
badacababbabccd,True
aaabbccddabcddd,False
addcbdcdcbccbab,False
cdbcdcaacacdbdb,False
dccddcdbadacacb,True
bcabbbaabdbadac,True
dacaccdacddccab,False
baddbadacaddabc,True
aaadcbbbccdbbbc,False
ccaabcbadacbcbc,True
caabbacdbbbcccb,False
aabaabdabcbadac,True
bacdcbadacbdbcc,True
dadcabbadbcddaa,False
dabacadcbaabcdb,False
bbbacabbcbbbdcb,False
ccbbcdccabcdbad,False
badacbaaaadcccc,True
aadaaacbadacbdd,True
badadcddaaddbcb,False
ddddbadaccccbdd,True
acddbaddcabdabd,False
dadbcdddaabadac,True
dddbadaccbcbbca,True
ddbcbdcccbadacb,True
abaadabadacacad,True
bbacddddbbdcbdb,False
cccabadacddcddc,True
baaabbabbadaccc,True
adaaaabadcbbdbd,False
aaaacbbacbbbbad,False
adabddbadacaccb,True
cdaaddcaadabbcb,False
dacbadacdacddcc,True
cabdcaabbacbbdc,False
bbdacaaaadcbbad,False
dcbdbdccbbdacbc,False
aacbcbbadacabcb,True
abdabcccbacabbd,False
ccbadbbbdddadac,False
adabcadbbcbadac,True
dbdaddbacbcbcac,False
adcbdadaaddadab,False
babccbdbddcbcdc,False
ccaccdbadacabcd,True
abadacbdcaaacca,True
dbcdccaaddbbadc,False
cbadddaaccbddbb,False
adbdccdcbbdbbdc,False
caccbababbbcddd,False
baddddcabcacddc,False
bcdbacadccbadac,True
bcadcccacddacab,False
adbdcdcccccbadb,False
bbadaccaccaacdb,True
caaabadbbaccdcb,False
bbabdaaddcdabcd,False
badacbcabdaaacd,True
caaaacabccbadac,True
cddbadaccccbbbd,True
bbbadaccddabdbc,True
ddcbadacbbdadba,True
accbdabacbdbcaa,False
abdcbbbcccbaadd,False
aadbbaadcaacada,False
dacabdcbbbbadac,True
daaccabdaacadda,False
ddabbcacaddcccb,False
dadcbabcbccccbd,False
dccdabbdcbadacb,True
daadabadaccbdba,True
cbadacdadcdbccc,True
abdbbcacbabbacd,False
bbcccbdaddcaada,False
badacbaccbaabcd,True
ccbadacdbdcdcba,True
abcadcbadacabac,True
dacdddccdaadbcd,False
cadacbbdcdccada,False
dcdbabccdbacddd,False
bbbbbadacbbbbcb,True
dadacdbdbdcaaad,False
dadbdddbcadddbd,False
dcadbbbbdcaacbb,False
cbadaccddbacbbc,True
adabccadadbadac,True
adccbcbcbdaccdd,False
cccbccddbcbbbca,False
badacbacdabdaba,True
abcbcddadccdadb,False
adbdbbabccabaab,False
abbdcccccbadacb,True
cdacbadacacdadd,True
caddddbbdcaccba,False
baddcabdbcbcacb,False
acbcdbadacdacab,True
bacdacdbcbcdcac,False
bbadacbbacaadda,True
daaddaddacaadbc,False
aabadaccbdcccad,True
ccdbadbcccacabd,False
cbadabadacdccbd,True
bdabcdbacaddaba,False
adabaadccbbbdab,False
aabcdcacbadabcd,False
dbdcdbaacbccaab,False
dbadacbdbdabcbd,True
aabdcbacbccdbca,False
bacbbbcbdacaadb,False
ddacdbaabddbddb,False
bbbbadacabddccc,True
abdbadccbadacca,True
cadbcccdbbbdcdd,False
aabacbbabbbddcc,False
acbbadaccbaabcc,True
ddadbcdacabcabc,False
dacccbbababdaba,False
caccbadacbdbaad,True
cbbcdbdcdcdddca,False
dacadbbbadacbcb,True
bcccadbcbcbbadc,False
cdaacbadaccdbdb,True
dddcdbdabdabbad,False
bbdadbabadacbbb,True
dbdbabdacacaabc,False
abaccbcabacacca,False
aabdadbcabdbcdb,False
ddbadacbcdaaddb,True
badacccbccabbbd,True
dadabbabcdbdabd,False
daddbddbbdbbdab,False
ddabcabcaacccda,False
baacdbcccaaccdc,False
ccbbbcbabbcbcab,False
dbccacdbadacbca,True
ccdddcacdcabadd,False
aaabaababdbadac,True
acdaccbcbbadacd,True
baacbabadccadba,False
bdadbdadbdcdcdc,False
caaccadbdcdbbbd,False
dcabdbbadaccbab,True
aabbadcdabadacc,True
bbbdaadcbbadacc,True
acabdabcbcdbdbc,False
ddacdcbadacadad,True
abcccacabadaccd,True
cbbcbbbadaccdad,True
caddbccdcdbadac,True
caadbdcaccbcaaa,False
bacbadacbddcadc,True
dbbaaabcbbadacc,True
abbdcddaacbdcaa,False
bdadbaddcdbdbcb,False
dbbbddccabcccda,False
bdbbdbcdacdcdac,False
cddbdacdcbbdddb,False
acbadacacbacdaa,True
badbccbadacccbb,True
dccdcabadacdbcd,True
acccbbadacccbda,True
ccaddbbabbadaca,True
bdbaaddbadacbad,True
bbacabcdbdbbcca,False
baddabdcbcdccda,False
badacdcbbdcbaac,True
bbaaacbdddaddda,False
ccbbddbbbacdbdb,False
bddaaaddacaabdc,False
bbcbbcbdadbcbac,False
bdbbbabcadcadbc,False
cccbbdbcbaabcab,False
cabcbbaddacdcaa,False
cbabcbcacdbbcdd,False
dbcbdbacdcbadac,True
ccabdaddccacddd,False
acdbbbcbadcbcda,False
caaacbadcbbadac,True
abddadadbbadacc,True
bdbdcdbdadbadac,True
bbbabccaddaddba,False
cbbbaccadcbadac,True
ddddcdacbdbdcdb,False
ccccddbabadacac,True
dccacacbadaccdb,True
bcbdbcbbabcbcdc,False
cacdbddcadbabdc,False
cdaaadaacadddcd,False
dcdbbdcbcabbbac,False
cddcbdabcbbccba,False
cbaacdddbdbdadb,False
dcdabcadbacbadc,False
bcbbddacdddaddd,False
bacabbcccdcbbac,False
dcddccbcbbdaadb,False
cbaabadbdadabcb,False
dacdcbadacbadaa,True
daadcddbadacccd,True
adaabadacbccbcb,True
bbdcbadacbacbbc,True
acaddbcabaadcad,False
aaadbcabbaabcab,False
dccbabbacbadacb,True
dbcaddadddbccbb,False
aacadacdbccadcd,False
daaabadacbbbbab,True
acdcdcbabbadacd,True
bccbacdcdbadacb,True
adbcdccdbadacab,True
cdcbadacdaaaccd,True
caaccaabbadacac,True
ddddddcadbadada,False
baadaacbadbbacd,False
cddcaabbadacdac,True
abacbbccccabcbc,False
dabadaccbacbdad,True
cacdccadcdcbabc,False
ccbbbcacbaadcdd,False
cbaaaccabadbbbc,False
ccdcbcccbddbddc,False
badbcdbbbddbdbc,False
bcbcbbcccccdada,False
abadacabbadbbda,True
abcadbbadacbacc,True
cdbadaccdbccdba,True
dbbddabcdabdcbc,False
accaacacabdddac,False
ddacabcbadaccba,True
aaaddddbadacada,True
dccddbccbadaccc,True
bccddbcbbadacbc,True
abcbadaccbcdbbb,True
badcdcccbdbabac,False
daadacdadbbbbca,False
babbadddbadaccc,True
bddbadacbdbbbcc,True
cbdbcacdbadacdb,True
bbbaabdabdbabcb,False
cdacbcadcbadacd,True
cdcdcaaddbbbcaa,False
bcbbdadccbadacd,True
abbbacdbcbbdbcd,False
dbcadcbbdcbaacc,False
dadaddaddccbbcb,False
bdbbcabbadacbbb,True
baccbdaadcbaabb,False
aabccbadaccdabc,True
bdaabbdcbcdaddc,False
cbcdaccccbdbddc,False
cabababaccaccdd,False
bbadacdcbdbcaac,True
bccdbdddcbbdbba,False
bbadcbcbddabcdb,False
ddcdcdadcddaaab,False
dcdbabbadacaddd,True
ddcddabacbadacb,True
cbadacbcbbadcdd,True
abadadaaadababa,False
bdbdcbadaccdaaa,True
aaabccccabaaadd,False
bcabbcbadaccdca,True
babcbabcbaacada,False
addcabbbadacddc,True
abcaabdaccabcbb,False
cacbbadaccdcbba,True
cbcbcbdbadacbba,True
dcaddbabdaccdda,False
dcacbcadabbdabd,False
adbdabdbcbbcddb,False
cacadbcdadbadac,True
cadbdbacadbadac,True
ccacdddcdabcccc,False
bdcdaaccbadacdc,True
acacbaacdcbadac,True
cdcbcabbbadaccc,True
dacaaacbbdacabb,False
ddbadaccdbddaad,True
bbcbadacadcdbda,True
dbadacdcacbddad,True
abdcbacbbcdaadb,False
dabdacbbcccbaad,False
badacbcadbdbcbd,True
acddddaaccaadaa,False
dadbbadbaadadcb,False
bbcdadbdcacddbb,False
dacbadacdbcaaab,True
ddbcdadbbcbcacc,False
daadbddbcabadac,True
dcaaacbadacbbab,True
bbdbbdcdbcabbba,False
badaccbabccadab,True
addadbbaddccbca,False
cacbcdbbadaccdd,True
adcacbddbbadacc,True
cddadacdacaaacb,False
bbaadabdadaacaa,False
acddcbadacddbca,True
adbcccbadacaddc,True
ccdcccddcbdbdcd,False
bcdabadacccbcba,True
bdacccdcacbddda,False
dddbababacddddb,False
cbadaccbbbaadac,True
cacaaddaadbadac,True
cbcdddaccbacddb,False
abadacdcbccbbbd,True
adbadacdaacbaac,True
cccabbaadcacabc,False
dadcaddadabacca,False
bbadabbadacbcab,True
badaccdbdbcdcdd,True
bddabbadaccdabd,True
dbdbbadcdbbcaac,False
badcdcbcdcdacbd,False
cbadaccdbbcdaaa,True
babbadacbdbcaba,True
aaaddbbdbcbbcbb,False
abcbbccdbcbccbd,False
aabcacadddbbddd,False
ddaabcbccbbdbcb,False
baccdaaaadbbcdb,False
baaacbbaccbbacb,False
ccbadbabcbbadac,True
aacacbcdbadcbca,False
cbcbbadacdccccc,True
dcdbbaddcbdbada,False
aacacbcaaaccacc,False
bddcddbcbabcccc,False
babddabacccdbcd,False
acbadacdbcaabbc,True
ccdddcacbadacba,True
cccabbadaccddad,True
bbdddaabadacacd,True
acdcadaabadacba,True
dbcbcdacabadaca,True
bbbbabbbabadacb,True
bccbbbaddbabcdd,False
badbbbcbdacbaca,False
bcabadacdbdddda,True
ccdbadacdcacadc,True
babadacabcbcada,True
dbdbadaccdcacbc,True
bbbcdbadacaabcb,True
bbdbddadbadacab,True
abadacbbcadbdbb,True
cbcaacbadacdddc,True
bbacbcbcdccbcba,False
baaaddbbadbdcdb,False
dbbdbbabbbdbbac,False
acdcddbabdcbcbd,False
dbbbcdbddddadcc,False
abbdcaaddddaacb,False
acbbbcddcbcddaa,False
dadddbbadcabcad,False
dcbdaacadcabdcc,False
adccbabcabcbbad,False
dcdbddbadaccccc,True
babadacaaadbadd,True
cadbadacaacdbcb,True
daaabddccadcbdc,False
abadaccacbcdccc,True
cdacbcddcaabbac,False
dcabcdcadbdbadc,False
bdadcdcdbabbbdb,False
cbadbddadaccdcc,False
baabbadacaaacab,True
dcbbdacdaaaaaac,False
dbcdbadacaaccdb,True
bcddccbbadacbcd,True
bacbacbbcbadbbd,False
adcdbccddacddba,False
dbcbadacbbdcbda,True
ccbcdbdbbcadabb,False
baacbadadbacaad,False
dbbcbddcccadaaa,False
dccbadaaaddaccc,False
badaccccabbcdad,True
dadacdadcbbbdac,False
dbadacdcbbbccbb,True
adadbaaacdbadac,True
accbadaccbdbbcc,True
ddcdadbadacdbdc,True
ccbbadaccddcccd,True
babadaccccddaba,True
cdcbbababadaccc,True
ddcdacacbadacda,True
ddbadacbdbddbca,True
cbbbacaacbdcbad,False
daddbadacdbddad,True
cadbacbadacbada,True
cbcddaaaaabcbaa,False
abbbadacacbadab,True
dbbbadbdcdbadac,True
dbdaacabccacacb,False
dcadbcddcadacda,False
adddbadacbaddda,True
bbccaadbabdabbd,False
acabddacdcdcdba,False
daccdbccdabadac,True
abacbaccbadacca,True
aadcdacdacbbdcc,False
cccbccaabadacda,True
bdddbbdbadacadb,True
babdabadacdabcc,True
bdcbaadadaaabdb,False
acdbabbbbcbaadc,False
bdbbabadacaaabd,True
cbadacaaddbbcdc,True
bbbddcbadacdbcc,True
dacbbdabcabdadb,False
abbabababacadcc,False
badacbdbcdcabba,True
dccbdadcbadacdc,True
baddddacbbbaaab,False
bcddccbbccddcaa,False
cbcdababddacaca,False
acbbaaabcbddcda,False
dcaacddaddbbcab,False
dadbbadacdcbdcc,True
abcbabdccdadaaa,False
cddcbcaddbbdbba,False
cacaccacdbacaac,False
dabbaccacadadac,False
cadcbadbadadbcd,False
dbadacbadbbdcdd,True
ddcbdacdbabbddc,False
dcbbbcbaabadacc,True
bccacdbbbdbadac,True
addcbabababbdda,False
ababdbadacaddcd,True
dddbcaabadacdbc,True
baababccaabddaa,False
ccdbcbdccbbdcab,False
ddbbddcbddaabdb,False
dacdcbbdbdcbdad,False
cbdcbddcbabaabd,False
cbaddcddcdbabab,False
bbddbabadbcccaa,False
aaacbabbcaacaad,False
dbcdcdcbcdaccdd,False
adbaddaaddacaca,False
bbdbadacaccbdba,True
dbacdcbabbccddc,False
bcbbadaccaaddda,True
dcbaabadacdbbab,True
dababacbdacaddd,False
cbadbdbadaccccb,True
bbadaccacdcbccc,True
aadcdaabbdcaaac,False
aabdcccddccbcbd,False
bcabdaccbadaccc,True
cacaaacdcccccdd,False
daccccacdbbcdad,False
cacbbaddabacacd,False
bacddabadacbcdb,True
cdccdcddddcacbd,False
abdaadddcadbada,False
cbdcbcaabdbadac,True
abdcbcbaabdcccb,False
badacdbcaadddad,True
aacdbbadacdcbcb,True
cadbcdabbbbdccb,False
bdbadabdcccdabd,False
abcbadacbdbcbad,True
dadaadccccbcdab,False
daddbadacaccccc,True
aaacacabadacbdc,True
dcaaaaacbaadbdd,False
bdbbadacdbaadcc,True
badcaaacccbadbb,False
aaabcbacaadaaca,False
bcddacdcaacdcad,False
abadacbccbdbbab,True
dbdabadaccadadd,True
cbabcbabadacbdd,True
accbbcddcbddcda,False
acacbacdbcdccdc,False
ddabdddbaabddab,False
